FROM,TO,TEXT,START_TIME,END_TIME,NUM,COMMENT
F1-2,NWA182,NORTHWEST ONE EIGHTY TWO IT LOOKS LIKE YOU (QUOTE RE,3599.7,3603.84,L02F1-0557,
NWA182,F1-2,CORRECTING NORTHWEST ONE EIGHTY TWO,3605.17,3606.68,L02F1-0558,
F1-2,AAL94,AMERICAN NINETY FOUR HEAVY TURN RIGHT HEADING TWO TWO ZERO,3606.66,3608.7,L02F1-0559,
AAL94,F1-2,RIGHT TURN HEADING TWO TWO ZERO AMERICAN (QUOTE S,3609.42,3612.01,L02F1-0560,
COA620,F1-2,CONTINENTAL SIX TWENTY IS AT SIX,3614.83,3616.72,L02F1-0561,
F1-2,COA620,CONTINENTAL SIX TWENTY BOSTON APPROACH FLY HEADING ONE ZERO ZERO,3617.02,3619.58,L02F1-0562,
COA620,F1-2,SIX TWENTY,3620.22,3621.3,L02F1-0563,
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT REDUCE SPEED TO TWO ONE ZERO THEN DESCEND AND     MAINTAIN THREE THOUSAND,3632.26,3635.64,L02F1-0564,
PAA538,F1-2,TWO TEN THEN DOWN TO THREE THOUSAND FIVE THIRTY EIGHT,3635.82,3638.76,L02F1-0565,
F1-2,NWA182,NORTHWEST ONE EIGHTY TWO CONTACT THE TOWER ONE ONE NINER POINT ONE,3638.87,3641.45,L02F1-0566,
NWA182,F1-2,NINETEEN ONE NORTHWEST ONE EIGHTY TWO,3641.59,3643.48,L02F1-0567,
F1-2,AAL94,AMERICAN NINETY FOUR HEAVY TURN RIGHT HEADING TWO FIVE ZERO INTERCEPT TWO     SEVEN LOCALIZER,3643.83,3647.2,L02F1-0568,
AAL94,F1-2,RIGHT TWO FIVE ZERO INTERCEPT THE LOCALIZER AMERICAN (QUOTE S,3647.64,3650.98,L02F1-0569,
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT CAUTION WAKE TURBULENCE SEQUENCED BEHIND A     HEAVY,3651.02,3653.8,L02F1-0570,
PAA538,F1-2,FIVE THIRTY EIGHT WE (QUOTE LL,3654.65,3656.23,L02F1-0571,
F1-2,COA620,CONTINENTAL SIX TWENTY DESCEND AND MAINTAIN FOUR THOUSAND,3657.55,3659.78,L02F1-0572,
COA620,F1-2,DOWN TO FOUR SIX TWENTY,3659.77,3661.18,L02F1-0573,
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT TURN LEFT HEADING THREE FOUR ZERO,3675.44,3677.75,L02F1-0574,
PAA538,F1-2,LEFT THREE FOUR ZERO FIVE THIRTY EIGHT,3677.81,3680.04,L02F1-0575,
F1-2,AAL94,AMERICAN NINETY FOUR HEAVY SIX FROM RIPIT INTERCEPT THE LOCALIZER THREE     THOUSAND OR ABOVE CLEARED I L S D M E TWO SEVEN APPROACH,3685.22,3690.62,L02F1-0576,
AAL94,F1-2,INTERCEPT THE LOCALIZER THREE OR ABOVE WE (QUOTE RE,3691.26,3695.49,L02F1-0577,
F1-2,COA620,CONTINENTAL SIX TWENTY FLY HEADING ZERO NINER ZERO,3697.49,3699.69,L02F1-0578,
COA620,F1-2,SIX TWENTY,3700.65,3701.64,L02F1-0579,
COA620,F1-2,WE GOT AMERICAN IN SIGHT IF IT (QUOTE LL,3702.2,3704.06,L02F1-0580,
F1-2,COA620,AH YOU BE FOLLOWING TRAFFIC FOLLOWING HIM,3704.64,3706.37,L02F1-0581,
F1-2,AAL94,AMERICAN NINETY FOUR HEAVY SPEED ONE SEVEN ZERO TO RIPIT,3711.7,3714.07,L02F1-0582,
AAL94,F1-2,O K GOT IT NINETY FOUR HEAVY,3714.63,3716.11,L02F1-0583,
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT REDUCE SPEED TO ONE SEVEN ZERO,3721.68,3723.92,L02F1-0584,
PAA538,F1-2,FIVE THIRTY EIGHT ONE SEVENTY,3724.03,3725.58,L02F1-0585,
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT TURN LEFT HEADING TWO NINER ZERO INTERCEPT THE     LOCALIZER,3733.81,3736.75,L02F1-0586,
PAA538,F1-2,LEFT TWO NINER ZERO AND INTERCEPT FIVE THIRTY EIGHT,3736.92,3739.46,L02F1-0587,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX BOSTON,3739.47,3741.25,L02F1-0588,
F1-2,COA620,CONTINENTAL SIX TWENTY TURN RIGHT HEADING ONE EIGHT ZERO,3752.12,3754.13,L02F1-0589,
COA620,F1-2,SIX TWENTY,3754.25,3755.04,L02F1-0590,
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT THREE FROM LONER CROSS LONER THREE OR ABOVE     CLEARED I L S D M E TWO SEVEN APPROACH SPEED ONE SEVEN ZERO TO RIPIT,3757.43,3762.69,L02F1-0591,
PAA538,F1-2,ONE SEVENTY TO RIPIT AH THREE THOUSAND AT AH LONER AND CLEARED FOR THE     APPROACH FIVE THIRTY EIGHT,3763.15,3769.77,L02F1-0592,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX BOSTON,3769.75,3771.45,L02F1-0593,
F1-2,AAL94,AMERICAN NINETY FOUR HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE,3781.59,3784.16,L02F1-0594,
AAL94,F1-2,AMERICAN NINETY FOUR HEAVY SO LONG,3784.4,3785.93,L02F1-0595,
F1-2,COA620,CONTINENTAL SIX TWENTY REDUCE SPEED TO ONE SEVEN ZERO TURN RIGHT HEADING     TWO FIVE ZERO INTERCEPT THE LOCALIZER,3787.21,3791.38,L02F1-0596,
COA620,F1-2,SIX TWENTY,3791.4,3792.25,L02F1-0597,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX BOSTON,3796.06,3797.89,L02F1-0598,
NWA1876,F1-2,NORTHWEST EIGHTEEN SEVENTY SIX AT FIVE THOUSAND REDUCING,3798.11,3800.98,L02F1-0599,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX REDUCE SPEED TO ONE SEVEN ZERO,3801.09,3803.38,L02F1-0600,
NWA1876,F1-2,ONE SEVENTY,3803.4,3804.53,L02F1-0601,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX TURN LEFT HEADING TWO NINER ZERO,3824.3,3826.81,L02F1-0602,
NWA1876,F1-2,TWO NINETY NORTHWEST EIGHT SEVENTY SIX,3826.94,3828.86,L02F1-0603,PILOT MISSTATES AIRCRAFT I D
F1-2,COA620,CONTINENTAL SIX TWENTY THREE FROM LONER CROSS LONER THREE OR ABOVE     CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH MAINTAIN ONE SEVEN ZERO KNOTS     UNTIL RIPIT,3829.74,3835.98,L02F1-0604,
COA620,F1-2,SIX TWENTY,3836.41,3837.23,L02F1-0605,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX TURN LEFT HEADING TWO SEVEN ZERO DESCEND     AND MAINTAIN FOUR THOUSAND,3850.46,3854.73,L02F1-0606,
NWA1876,F1-2,TWO SEVENTY DOWN TO FOUR NORTHWEST EIGHTEEN SEVENTY SIX,3855.2,3857.56,L02F1-0607,
F1-2,COA620,CONTINENTAL SIX TWENTY TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD     SHORT OF YOUR RUNWAY,3866.73,3870.14,L02F1-0608,
COA620,F1-2,THANK YOU,3870.42,3871.18,L02F1-0609,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX CONTINUE LEFT HEADING TWO FIVE ZERO AND     INTERCEPT THE LOCALIZER,3872.67,3876.04,L02F1-0610,
NWA1876,F1-2,TWO FIFTY TO INTERCEPT NORTHWEST EIGHTEEN SEVENTY SIX,3876.74,3879.0,L02F1-0611,
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD     SHORT OF YOUR RUNWAY,3879.09,3882.37,L02F1-0612,
PAA538,F1-2,FIVE THIRTY EIGHT,3882.79,3883.59,L02F1-0613,
USA2058,F1-2,(UNINTELLIGIBLE,3884.37,3887.02,L02F1-0614,
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT REDUCE SPEED TO ONE SEVEN ZERO,3887.0,3889.28,L02F1-0615,
USA2058,F1-2,ONE SEVEN ZERO ROGER,3889.49,3890.79,L02F1-0616,
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT VERIFY SPEED ONE SEVEN ZERO,3891.9,3894.25,L02F1-0617,
PAA538,F1-2,THAT (QUOTE S,3894.31,3895.86,L02F1-0618,
F1-2,PAA538,THANK YOU,3896.02,3896.48,L02F1-0619,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX DESCEND AND MAINTAIN THREE THOUSAND,3913.76,3916.15,L02F1-0620,
NWA1876,F1-2,THREE THOUSAND NORTHWEST EIGHTEEN SEVENTY SIX,3916.46,3918.43,L02F1-0621,
F1-2,COA620,CONTINENTAL SIX TWENTY REDUCE SPEED TO ONE FIVE ZERO,3918.87,3921.1,L02F1-0622,
COA620,F1-2,SIX TWENTY,3922.73,3923.61,L02F1-0623,
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT CONTACT TOWER ONE ONE NINER POINT ONE,3924.88,3927.25,L02F1-0624,
PAA538,F1-2,GOOD DAY,3927.32,3928.0,L02F1-0625,
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT DESCEND AND MAINTAIN FOUR THOUSAND,3935.08,3937.27,L02F1-0626,
USA2058,F1-2,FIVE FOR FOUR TWENTY FIFTY EIGHT,3937.52,3939.23,L02F1-0627,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX FOUR FROM LONER CROSS LONER THREE OR ABOVE     CLEARED I L S D M E TWO SEVEN APPROACH SPEED ONE SEVEN ZERO TO RIPIT,3940.35,3946.02,L02F1-0628,
NWA1876,F1-2,CLEARED FOR THE APPROACH WILL COMPLY WITH THE RESTRICTIONS NORTHWEST     EIGHTEEN SEVENTY SIX,3946.75,3949.96,L02F1-0629,
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT TURN LEFT HEADING THREE ZERO ZERO INTERCEPT     THE TWO SEVEN LOCALIZER,3952.7,3956.38,L02F1-0630,
USA2058,F1-2,THREE ZERO ZERO ON COURSE TWENTY FIFTY EIGHT,3956.3,3958.58,L02F1-0631,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX TRAFFIC LANDING RUNWAY TWO TWO LEFT     HOLDING SHORT OF YOUR RUNWAY,3979.66,3983.46,L02F1-0632,
NWA1876,F1-2,O K,3983.75,3984.56,L02F1-0633,
F1-2,COA620,CONTINENTAL SIX TWENTY CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,3985.23,3987.94,L02F1-0634,
COA620,F1-2,SIX TWENTY GOOD DAY,3988.21,3989.22,L02F1-0635,
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT IS FOUR AND A HALF FROM LONER CROSS LONER AT     OR ABOVE THREE THOUSAND CLEARED I L S D M E RUNWAY TWENTY SEVEN APPROACH     NEED ONE SEVEN ZERO TO RIPIT,4012.48,4019.48,L02F1-0636,
USA2058,F1-2,CLEARED THE APPROACH U S AIR TWENTY FIFTY EIGHT,4019.94,4021.61,L02F1-0637,
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE     HOLDING SHORT OF YOUR RUNWAY AFTER YOUR ARRIVAL THERE WILL BE A FULL LENGTH     ARRIVAL ON RUNWAY TWO TWO LEFT,4064.6,4072.18,L02F1-0638,
USA2058,F1-2,ROGER THANK YOU SIR,4072.49,4073.45,L02F1-0639,
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX CONTACT THE TOWER ONE ONE NINER POINT ONE     GOOD DAY,4108.11,4111.59,L02F1-0640,
NWA1876,F1-2,NINETEEN ONE GOOD DAY,4111.95,4113.22,L02F1-0641,
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT CONTACT THE TOWER ONE ONE NINER POINT ONE SO     LONG,4174.91,4177.93,L02F1-0642,
USA2058,F1-2,YOU HAVE A NICE DAY SIR,4177.95,4179.14,L02F1-0643,
COA358,F1-2,BOSTON CONTINENTAL THREE FIFTY EIGHT AH LEVELING AT FIVE THOUSAND HEADING     ZERO TWO ZERO,4274.06,4279.32,L02F1-0644,
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT BOSTON APPROACH ROGER THANK YOU,4279.94,4282.39,L02F1-0645,
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT TURN LEFT HEADING THREE FIVE ZERO,4363.29,4365.7,L02F1-0646,
COA358,F1-2,THREE FIVE ZERO CONTINENTAL THREE FIFTY EIGHT,4366.09,4368.58,L02F1-0647,
SHR135,F1-2,AH BOSTON SHAMROCK ONE THIRTY FIVE IS WITH YOU OUT OF AH NINE FOR SIX AND     WE (QUOTE RE,4390.42,4395.99,L02F1-0648,
F1-2,SHR135,SHAMROCK ONE THIRTY FIVE HEAVY BOSTON APPROACH ROGER FLY HEADING TWO SIX     ZERO MAINTAIN FOUR THOUSAND INTERCEPT THE LOCALIZER OFF THE TWO SIXTY     HEADING,4396.29,4402.06,L02F1-0649,
SHR135,F1-2,O K TWO SIXTY NOW AND DOWN TO FOUR THOUSAND SHAMROCK ONE THIRTY FIVE,4402.07,4405.99,L02F1-0650,
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT DESCEND AND MAINTAIN THREE THOUSAND,4409.85,4412.17,L02F1-0651,
COA358,F1-2,DOWN TO THREE THOUSAND AH CONTINENTAL THREE FIFTY EIGHT,4412.66,4415.64,L02F1-0652,
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT TURN LEFT HEADING THREE ZERO ZERO FIVE FROM     LONER CROSS LONER AT OR ABOVE THREE THOUSAND CLEARED I L S D M E RUNWAY TWO     SEVEN APPROACH,4457.47,4463.81,L02F1-0653,
COA358,F1-2,AH THREE THIRTY LONER AT OR ABOVE THREE CLEARED I L S AH D M E TWO SEVEN     AH CONTINENTAL THREE FIFTY EIGHT,4464.83,4472.07,L02F1-0654,
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT INTERCEPT HEADING IS THREE ZERO ZERO THREE     HUNDRED DEGREES,4472.08,4475.02,L02F1-0655,
COA358,F1-2,THREE HUNDRED TO INTERCEPT CONTINENTAL THREE FIFTY EIGHT,4475.83,4478.05,L02F1-0656,
SHR135,F1-2,SHAMROCK ONE THIRTY FIVE IS ESTABLISHED ON THE LOCALIZER,4480.78,4483.17,L02F1-0657,
F1-2,SHR135,SHAMROCK ONE THIRTY FIVE HEAVY THANK YOU,4483.23,4484.8,L02F1-0658,
PAA796,F1-2,CLIPPER SEVEN NINETY SIX OUT OF SIX FOR FIVE,4512.23,4515.06,L02F1-0659,
F1-2,PAA796,CLIPPER SEVEN NINETY SIX BOSTON APPROACH ROGER FLY HEADING ZERO ONE ZERO,4515.13,4518.34,L02F1-0660,
PAA796,F1-2,ZERO ONE ZERO SEVEN NINETY SIX,4518.78,4520.38,L02F1-0661,
GAA463,F1-2,BOSTON APPROACH GOOD AFTERNOON TO YOU BIZEX FOUR SIXTY THREE FOUR     THOUSAND,4523.49,4527.3,L02F1-0662,
F1-2,GAA463,BIZEX FOUR SIXTY THREE BOSTON APPROACH FLY HEADING ZERO ONE ZERO,4527.81,4530.4,L02F1-0663,
GAA463,F1-2,ZERO ONE ZERO FOUR SIXTY THREE,4530.64,4532.25,L02F1-0664,
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT TRAFFIC LANDING ON RUNWAY TWO TWO LEFT WILL     BE HOLDING SHORT OF YOUR RUNWAY MAINTAIN NO LESS THAN ONE SEVEN ZERO KNOTS     UNTIL RIPIT,4534.85,4540.87,L02F1-0665,
COA358,F1-2,AH ONE SEVENTY TO RIPIT AH CONTINENTAL THREE FIFTY EIGHT ROGER,4542.06,4545.93,L02F1-0666,
F1-2,SHR135,SHAMROCK ONE THIRTY FIVE HEAVY IS SIX MILES FROM AH LONER CROSS LONER AT     THREE THOUSAND OR ABOVE CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH AND     REDUCE SPEED TO TWO ONE ZERO,4546.42,4555.23,L02F1-0667,
SHR135,F1-2,O K WE (QUOTE LL,4555.54,4559.56,L02F1-0668,
AAL166,F1-2,APPROACH AMERICAN ONE SIXTY SIX WITH YOU LEVELING SIX THOUSAND WITH LIMA,4577.16,4580.74,L02F1-0669,
F1-2,AAL166,AMERICAN ONE SIXTY SIX BOSTON APPROACH ROGER FLY HEADING ONE ZERO ZERO     MAINTAIN TWO ONE ZERO KNOTS,4580.83,4585.29,L02F1-0670,
AAL166,F1-2,K HEADING ONE ONE ZERO AND TWO HUNDRED AND TEN KNOTS AMERICAN ONE SIXTY     SIX,4585.51,4589.71,L02F1-0671,
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT CONTACT TOWER ONE ONE NINER POINT ONE SO     LONG,4590.38,4593.33,L02F1-0672,
COA358,F1-2,CONTINENTAL THREE FIFTY EIGHT SO LONG,4593.47,4595.32,L02F1-0673,
AAL166,F1-2,APPROACH AMERICAN ONE SIXTY SIX,4607.8,4609.65,L02F1-0674,
F1-2,AAL166,AMERICAN ONE SIXTY SIX BOSTON,4609.61,4611.04,L02F1-0675,
AAL166,F1-2,SIR WHAT RUNWAY CAN WE EXPECT,4611.22,4613.29,L02F1-0676,
F1-2,AAL166,AMERICAN ONE SIXTY SIX I L S D M E RUNWAY TWO SEVEN APPROACH,4613.37,4616.38,L02F1-0677,
AAL166,F1-2,AMERICAN ONE SIXTY SIX ROGER,4616.77,4618.61,L02F1-0678,
F1-2,GAA463,BIZEX FOUR SIXTY THREE TURN LEFT HEADING THREE FIVE ZERO,4641.79,4644.48,L02F1-0679,
GAA463,F1-2,LEFT TO THREE FIVE ZERO BIZEX FOUR SIXTY THREE,4644.51,4647.02,L02F1-0680,
F1-2,AAL166,AMERICAN ONE SIXTY SIX FLY HEADING ONE TWO ZERO,4660.07,4661.99,L02F1-0681,
AAL166,F1-2,ONE TWENTY AMERICAN ONE SIXTY SIX,4662.24,4664.36,L02F1-0682,
F1-2,SHR135,SHAMROCK ONE THIRTY FIVE HEAVY TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL     HOLD SHORT OF YOUR RUNWAY REDUCE SPEED TO ONE SEVEN ZERO UNTIL RIPIT,4671.56,4677.68,L02F1-0683,
SHR135,F1-2,O K WE (QUOTE RE,4677.81,4678.95,L02F1-0684,
F1-2,AAL166,AMERICAN ONE SIXTY SIX DESCEND AND MAINTAIN FOUR THOUSAND,4685.91,4688.26,L02F1-0685,
AAL166,F1-2,DOWN TO FOUR THOUSAND AMERICAN ONE SIXTY SIX,4688.22,4690.74,L02F1-0686,
F1-2,PAA796,CLIPPER SEVEN NINETY SIX TURN LEFT HEADING THREE FIVE ZERO DESCEND AND     MAINTAIN THREE THOUSAND,4691.31,4694.8,L02F1-0687,
PAA796,F1-2,THREE FIVE ZERO AND THREE THOUSAND SEVEN NINETY SIX,4695.19,4697.41,L02F1-0688,
F1-2,SHR135,SHAMROCK ONE THIRTY FIVE HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE     GOOD DAY,4697.88,4701.0,L02F1-0689,
SHR135,F1-2,GOOD DAY SIR,4701.11,4701.97,L02F1-0690,
F1-2,GAA463,BIZEX FOUR SIXTY THREE TURN LEFT HEADING THREE THREE ZERO,4713.46,4715.87,L02F1-0691,
GAA463,F1-2,LEFT TO THREE THREE ZERO BIZEX FOUR SIXTY THREE,4715.89,4718.16,L02F1-0692,
F1-2,PAA796,CLIPPER SEVEN NINETY SIX TURN LEFT HEADING TWO NINER ZERO FIVE FROM LONER     CROSS LONER AT OR ABOVE THREE THOUSAND CLEARED I L S D M E RUNWAY TWO SEVEN     APPROACH SPEED ONE SEVEN AH CORRECTION SPEED TWO ONE ZERO,4728.74,4737.11,L02F1-0693,
PAA796,F1-2,O K TWO TEN TWO NINETY CLEARED APPROACH TWO SEVEN SEVEN NINETY SIX,4737.53,4741.41,L02F1-0694,
GAA463,F1-2,AND BOSTON BIZEX FOUR SIXTY THREE HAS THE SEVEN TWO IN SIGHT,4744.98,4747.77,L02F1-0695,
F1-2,GAA463,BIZEX FOUR SIXTY THREE TURN LEFT HEADING THREE ZERO ZERO CROSS TEN D M E     AT THREE THOUSAND OR ABOVE FOLLOW THE BOEING SEVEN TWENTY SEVEN CLEARED FOR     THE VISUAL APPROACH RUNWAY TWO SEVEN AND MAINTAIN YOUR SPEED PLEASE,4747.76,4755.45,L02F1-0696,
GAA463,F1-2,THREE ZERO ZERO WE (QUOTE LL,4755.74,4761.35,L02F1-0697,
F1-2,PAA796,CLIPPER SEVEN NINETY SIX AFTER LONER ONE SEVEN ZERO KNOTS UNTIL RIPIT,4765.73,4768.74,L02F1-0698,
PAA796,F1-2,WE (QUOTE LL,4769.27,4770.57,L02F1-0699,
F1-2,AAL166,AMERICAN ONE SIXTY SIX TURN LEFT HEADING ZERO NINER ZERO REDUCE SPEED TO     ONE SEVEN ZERO,4770.63,4774.03,L02F1-0700,
AAL166,F1-2,LEFT ZERO NINE ZERO BACK TO ONE SEVENTY AMERICAN ONE SIXTY SIX,4774.16,4777.57,L02F1-0701,
F1-2,AAL166,AMERICAN ONE SIXTY SIX TURN RIGHT HEADING ONE NINER ZERO,4814.24,4816.74,L02F1-0702,
AAL166,F1-2,RIGHT TO ONE NINETY AMERICAN ONE SIXTY SIX,4816.88,4819.2,L02F1-0703,
NERA3768,F1-2,GOOD AFTERNOON BOSTON NERA THIRTY SEVEN SIXTY EIGHT AH LEVELING FOUR     THOUSAND ZERO TWO ZERO ASSIGNED,4821.96,4826.58,L02F1-0704,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT BOSTON APPROACH ROGER,4826.79,4828.93,L02F1-0705,
F1-2,PAA796,CLIPPER SEVEN NINETY SIX TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE     HOLDING SHORT OF YOUR RUNWAY,4831.45,4835.04,L02F1-0706,
PAA796,F1-2,SEVEN NINETY SIX,4835.69,4836.69,L02F1-0707,
F1-2,AAL166,AMERICAN ONE SIXTY SIX TURN RIGHT HEADING TWO SIX ZERO INTERCEPT THE     LOCALIZER TWO SEVEN,4845.34,4848.84,L02F1-0708,
AAL166,F1-2,RIGHT TO TWO SIXTY TO INTERCEPT AMERICAN AH ONE SIXTY SIX,4849.32,4853.38,L02F1-0709,
F1-2,GAA463,BIZEX FOUR SIXTY THREE TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE     HOLDING SHORT OF YOUR RUNWAY,4853.37,4857.14,L02F1-0710,
GAA463,F1-2,FOUR SIXTY THREE ROGER THANKS,4857.41,4858.79,L02F1-0711,
F1-2,PAA796,CLIPPER SEVEN NINETY SIX CONTACT THE TOWER ONE ONE NINER POINT ONE SO     LONG,4876.62,4879.56,L02F1-0712,
PAA796,F1-2,SEVEN NINETY SIX,4879.6,4880.51,L02F1-0713,
DAL590,F1-2,AH BOSTON APPROACH DELTA FIVE NINE IS WITH YOU AH LEVEL SIX THOUSAND     ABOUT TO TURN LEFT TO HEADING ZERO NINE ZERO,4891.88,4897.09,L02F1-0714,PILOT DROPPED PART OF IDENT
F1-2,DAL590,DELTA FIVE NINETY FLY HEADING ONE ZERO ZERO,4897.05,4899.02,L02F1-0715,
DAL590,F1-2,ONE ZERO ZERO DELTA FIVE NINETY,4899.18,4900.9,L02F1-0716,
F1-2,AAL166,AMERICAN ONE SIXTY SIX THREE AND A HALF FROM LONER CROSS LONER THREE OR     ABOVE CLEARED I L S D M E TWO SEVEN APPROACH SPEED ONE SEVEN ZERO UNTIL     RIPIT,4901.16,4906.92,L02F1-0717,
AAL166,F1-2,AMERICAN ONE SIXTY SIX ROGER,4907.63,4909.56,L02F1-0718,
DAL589,F1-2,DELTA FIVE EIGHTY NINE AH WITH YOU EIGHT POINT FIVE FOR SIX THOUSAND,4913.81,4917.77,L02F1-0719,
F1-2,DAL589,DELTA FIVE EIGHTY NINE BOSTON APPROACH DESCEND AND MAINTAIN FIVE THOUSAND     THEN REDUCE SPEED TO TWO ONE ZERO,4917.79,4921.38,L02F1-0720,
DAL589,F1-2,FIVE THOUSAND AND SLOWING TWO TEN DELTA FIVE EIGHTY NINE,4922.44,4924.61,L02F1-0721,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT TURN RIGHT HEADING ZERO FOUR ZERO,4924.71,4927.17,L02F1-0722,
NERA3768,F1-2,ZERO FOUR ZERO NERA THIRTY SEVEN SIXTY EIGHT,4927.4,4929.33,L02F1-0723,
F1-2,DAL590,DELTA FIVE NINETY DESCEND AND MAINTAIN THREE THOUSAND,4929.5,4931.66,L02F1-0724,
DAL590,F1-2,DELTA FIVE NINETY IS OUT OF SIX FOR THREE THOUSAND,4933.73,4935.82,L02F1-0725,
F1-2,DAL589,DELTA FIVE EIGHTY NINE TRAFFIC V F R ONE O (QUOTE CLOCK,4936.13,4940.59,L02F1-0726,
UNK,F1-2,WHO WAS THAT FOR,4942.11,4942.85,L02F1-0727,
F1-2,DAL589,DELTA FIVE EIGHT NINER,4943.18,4944.49,L02F1-0728,
DAL589,F1-2,AND WE (QUOTE RE,4945.01,4946.79,L02F1-0729,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT SAY SPEED,4948.31,4950.24,L02F1-0730,
NERA3768,F1-2,ONE SEVEN ZERO THIRTY SEVEN SIXTY EIGHT,4951.17,4953.07,L02F1-0731,
F1-2,NERA3768 GAA463,THANK YOU BIZEX FOUR SIXTY THREE MAINTAIN ONE SEVEN ZERO KNOTS UNTIL AH     FIVE D M E,4953.08,4956.93,L02F1-0732,CONTROLLER TALKED TO TWO AIRCRAFT IN SAME TRANSMISSION
GAA463,F1-2,ALL RIGHT WE (QUOTE LL,4957.39,4960.6,L02F1-0733,
F1-2,AAL166,AMERICAN ONE SIXTY SIX TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD     SHORT OF YOUR RUNWAY,4960.99,4964.28,L02F1-0734,
AAL166,F1-2,AMERICAN ONE SIXTY SIX,4964.57,4965.79,L02F1-0735,
F1-2,DAL589,DELTA FIVE EIGHT NINE TRAFFIC IS NO LONGER A FACTOR,4969.06,4971.71,L02F1-0736,
DAL589,F1-2,THANK YOU FIVE EIGHTY NINE,4972.37,4973.64,L02F1-0737,
NERA3776,F1-2,BOSTON NERA THIRTY SEVEN SEVENTY SIX DESCENDING TO FOUR THOUSAND,4977.47,4981.34,L02F1-0738,
F1-2,NERA3776,NERA THIRTY SEVEN SEVENTY SIX BOSTON APPROACH ROGER,4981.48,4983.59,L02F1-0739,
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT TURN BACK LEFT HEADING ZERO ONE ZERO,4987.06,4989.74,L02F1-0740,
NERA3768,F1-2,ZERO ONE ZERO THIRTY SEVEN SIXTY EIGHT,4990.25,4991.8,L02F1-0741,
F1-2,GAA463,BIZEX FOUR SIXTY THREE CONTACT THE TOWER ONE ONE NINER POINT ONE,4993.41,4996.13,L02F1-0742,
GAA463,F1-2,NINETEEN ONE FOUR SIXTY THREE SEE YOU LATER,4996.15,4997.94,L02F1-0743,
F1-2,DAL590,DELTA FIVE NINETY REDUCE SPEED CORRECTION TURN RIGHT HEADING ONE NINER     ZERO,4999.89,5002.68,L02F1-0744,
DAL590,F1-2,RIGHT TO ONE NINE ZERO DELTA FIVE NINETY,5002.97,5004.52,L02F1-0745,
