FROM,TO,TEXT,START_TIME,END_TIME,NUM,COMMENT,cleaned_text,normalized_text
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR BOSTON APPROACH FLY HEADING ONE ONE ZERO     MAINTAIN TWO ONE ZERO KNOTS,5293.63,5297.42,L02F1-0804,,continental twelve thirty four boston approach fly heading one one zero maintain two one zero knots,continental xxxx xxxx xxxx boston approach fly heading xxx xxx xxxx maintain xxx xxx xxxx knots
COA1234,F1-2,ONE ONE ZERO TWO TEN CONTINENTAL TWELVE THIRTY FOUR,5297.58,5299.82,L02F1-0805,,one one zero two ten continental twelve thirty four,xxx xxx xxxx xxx xxx continental xxxx xxxx xxxx
F1-2,COA1234,DELTA CORRECTION CONTINENTAL TWELVE THIRTY FOUR DESCEND AH MAINTAIN THREE     THOUSAND,5327.86,5331.2,L02F1-0806,,delta correction continental twelve thirty four descend ah maintain three thousand,delta correction continental xxxx xxxx xxxx descend ah maintain xxxx xxxx
COA1234,F1-2,DOWN TO THREE CONTINENTAL TWELVE THIRTY FOUR,5331.46,5333.11,L02F1-0807,,down to three continental twelve thirty four,down to xxxx continental xxxx xxxx xxxx
F1-2,NERA3768,NERA THIRTY SEVEN SIXTY EIGHT CONTACT THE TOWER ONE ONE NINER POINT ONE,5333.3,5335.96,L02F1-0808,,nera thirty seven sixty eight contact the tower one one niner point one,nera xxxx xxxx xxxx xxxx contact the tower xxx xxx niner point xxx
NERA3768,F1-2,NINETEEN POINT ONE ROGER,5336.15,5337.4,L02F1-0809,,nineteen point one roger,xxxx point xxx roger
F1-2,DAL440,DELTA FOUR FORTY REDUCE SPEED TO TWO ONE ZERO,5337.68,5339.56,L02F1-0810,,delta four forty reduce speed to two one zero,delta xxxx xxxx reduce speed to xxx xxx xxxx
DAL440,F1-2,TWO TEN DELTA FOUR FORTY,5339.77,5340.72,L02F1-0811,,two ten delta four forty,xxx xxx delta xxxx xxxx
F1-2,ACA806,CANADA EIGHT ZERO SIX THREE AND A HALF FROM LONER CROSS LONER AT THREE     THOUSAND OR ABOVE CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH MAINTAIN ONE     SEVEN ZERO KNOTS UNTIL RIPIT,5341.08,5347.81,L02F1-0812,,canada eight zero six three and a half from loner cross loner at three thousand or above cleared i l s d m e runway two seven approach maintain one seven zero knots until ripit,canada xxxx xxxx xxx xxxx and a half from loner cross loner at xxxx xxxx or above cleared i l s d m e runway xxx xxxx approach maintain xxx xxxx xxxx knots until ripit
ACA806,F1-2,ONE SEVENTY TO RIPIT CLEARED I L S AH TWO SEVEN AIR CANADA EIGHT ZERO     SEVEN EIGHT AH ZERO SIX,5348.47,5353.93,L02F1-0813,,one seventy to ripit cleared i l s ah two seven air canada eight zero seven eight ah zero six,xxx xxxx to ripit cleared i l s ah xxx xxxx air canada xxxx xxxx xxxx xxxx ah xxxx xxx
F1-2,DAL440,DELTA FOUR FORTY REDUCE SPEED FURTHER TO ONE SEVEN ZERO,5378.73,5381.02,L02F1-0814,,delta four forty reduce speed further to one seven zero,delta xxxx xxxx reduce speed further to xxx xxxx xxxx
DAL440,F1-2,ONE SEVEN ZERO DELTA FOUR FORTY,5383.15,5384.49,L02F1-0815,,one seven zero delta four forty,xxx xxxx xxxx delta xxxx xxxx
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR REDUCE SPEED TO ONE SEVEN ZERO THEN     MAINTAIN THREE THOUSAND PLEASE,5389.46,5392.74,L02F1-0816,,continental twelve thirty four reduce speed to one seven zero then maintain three thousand please,continental xxxx xxxx xxxx reduce speed to xxx xxxx xxxx then maintain xxxx xxxx please
COA1234,F1-2,ONE SEVEN ZERO THEN THREE CONTINENTAL TWELVE THIRTY FOUR,5392.73,5395.51,L02F1-0817,,one seven zero then three continental twelve thirty four,xxx xxxx xxxx then xxxx continental xxxx xxxx xxxx
F1-2,NERA3776,NERA THIRTY SEVEN SEVENTY SIX CONTACT THE TOWER ONE ONE NINER POINT ONE     SO LONG,5414.12,5417.4,L02F1-0818,,nera thirty seven seventy six contact the tower one one niner point one so long,nera xxxx xxxx xxxx xxx contact the tower xxx xxx niner point xxx so long
NERA3776,F1-2,THIRTY SEVEN SEVENTY SIX SEE YOU,5418.01,5419.63,L02F1-0819,,thirty seven seventy six see you,xxxx xxxx xxxx xxx see you
F1-2,DAL440,DELTA FOUR FORTY MAINTAIN FOUR THOUSAND,5420.85,5422.78,L02F1-0820,,delta four forty maintain four thousand,delta xxxx xxxx maintain xxxx xxxx
DAL440,F1-2,(UNINTELLIGIBLE,5423.06,5424.35,L02F1-0821,,unintelligible,unintelligible
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR TURN RIGHT HEADING ONE NINER ZERO MAINTAIN     TWO THOUSAND,5434.04,5437.14,L02F1-0822,,continental twelve thirty four turn right heading one niner zero maintain two thousand,continental xxxx xxxx xxxx turn right heading xxx niner xxxx maintain xxx xxxx
COA1234,F1-2,ONE NINE ZERO AND DOWN TO TWO CONTINENTAL TWELVE EIGHTY FOUR,5437.93,5440.91,L02F1-0823,PILOT MISSTATES AIRCRAFT IDENT,one nine zero and down to two continental twelve eighty four,xxx xxxx xxxx and down to xxx continental xxxx xxxx xxxx
F1-2,DAL440,DELTA FOUR FORTY TURN LEFT HEADING TWO NINER ZERO INTERCEPT THE LOCALIZER,5442.36,5445.2,L02F1-0824,,delta four forty turn left heading two niner zero intercept the localizer,delta xxxx xxxx turn left heading xxx niner xxxx intercept the localizer
DAL440,F1-2,LEFT TWO NINETY INTERCEPT THE LOCALIZER DELTA FOUR FORTY,5445.52,5447.4,L02F1-0825,,left two ninety intercept the localizer delta four forty,left xxx xxxx intercept the localizer delta xxxx xxxx
F1-2,ACA806,CANADA EIGHT ZERO SIX CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,5460.6,5463.26,L02F1-0826,,canada eight zero six contact the tower one one niner point one so long,canada xxxx xxxx xxx contact the tower xxx xxx niner point xxx so long
ACA806,F1-2,NINETEEN POINT ONE AIR CANADA EIGHT ZERO SIX SO LONG,5463.62,5465.63,L02F1-0827,,nineteen point one air canada eight zero six so long,xxxx point xxx air canada xxxx xxxx xxx so long
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR TURN RIGHT HEADING TWO FIVE ZERO INTERCEPT     THE TWO SEVEN LOCALIZER,5468.23,5471.66,L02F1-0828,,continental twelve thirty four turn right heading two five zero intercept the two seven localizer,continental xxxx xxxx xxxx turn right heading xxx xxxx xxxx intercept the xxx xxxx localizer
COA1234,F1-2,TWO FIVE ZERO FOR THE INTERCEPT CONTINENTAL TWELVE THIRTY FOUR,5471.85,5474.88,L02F1-0829,,two five zero for the intercept continental twelve thirty four,xxx xxxx xxxx for the intercept continental xxxx xxxx xxxx
F1-2,DAL440,DELTA FOUR FORTY TRAFFIC TWELVE O (QUOTE CLOCK,5475.15,5479.61,L02F1-0830,,delta four forty traffic twelve o quote clock,delta xxxx xxxx traffic xxxx o quote clock
DAL440,F1-2,ROG DELTA FOUR FORTY,5479.78,5480.86,L02F1-0831,,rog delta four forty,rog delta xxxx xxxx
F1-2,DAL440,DELTA FOUR FORTY IS FIVE FROM LONER CROSS LONER THREE OR ABOVE CLEARED I     L S D M E TWO SEVEN APPROACH SPEED OF ONE SEVEN ZERO TO RIPIT,5487.13,5492.21,L02F1-0832,,delta four forty is five from loner cross loner three or above cleared i l s d m e two seven approach speed of one seven zero to ripit,delta xxxx xxxx is xxxx from loner cross loner xxxx or above cleared i l s d m e xxx xxxx approach speed of xxx xxxx xxxx to ripit
DAL440,F1-2,CROSS LONER THREE OR ABOVE ONE SEVENTY TO RIPIT CLEARED THE I L S D M E     TWO SEVEN DELTA FOUR FORTY,5492.61,5496.36,L02F1-0833,,cross loner three or above one seventy to ripit cleared the i l s d m e two seven delta four forty,cross loner xxxx or above xxx xxxx to ripit cleared the i l s d m e xxx xxxx delta xxxx xxxx
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR IS FOUR FROM RIPIT INTERCEPT THE LOCALIZER     AT OR ABOVE TWO THOUSAND CLEARED I L S D M E TWO SEVEN APPROACH SPEED ONE     SEVEN ZERO TO RIPIT,5514.03,5520.31,L02F1-0834,,continental twelve thirty four is four from ripit intercept the localizer at or above two thousand cleared i l s d m e two seven approach speed one seven zero to ripit,continental xxxx xxxx xxxx is xxxx from ripit intercept the localizer at or above xxx xxxx cleared i l s d m e xxx xxxx approach speed xxx xxxx xxxx to ripit
COA1234,F1-2,CONTINENTAL TWELVE THIRTY FOUR,5520.33,5521.91,L02F1-0835,,continental twelve thirty four,continental xxxx xxxx xxxx
TWA754,F1-2,T W A SEVEN FIFTY FOUR HEAVY LEVEL FIVE THOUSAND,5522.93,5525.83,L02F1-0836,,t w a seven fifty four heavy level five thousand,t w a xxxx xxxx xxxx heavy level xxxx xxxx
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY BOSTON APPROACH DESCEND AND MAINTAIN THREE     THOUSAND THEN REDUCE SPEED TO ONE SEVEN ZERO,5525.85,5529.71,L02F1-0837,,t w a seven fifty four heavy boston approach descend and maintain three thousand then reduce speed to one seven zero,t w a xxxx xxxx xxxx heavy boston approach descend and maintain xxxx xxxx then reduce speed to xxx xxxx xxxx
TWA754,F1-2,DOWN TO THREE THOUSAND THEN SLOW TO ONE SEVENTY T W A SEVEN FIFTY FOUR     HEAVY,5530.69,5535.36,L02F1-0838,,down to three thousand then slow to one seventy t w a seven fifty four heavy,down to xxxx xxxx then slow to xxx xxxx t w a xxxx xxxx xxxx heavy
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY TURN RIGHT HEADING ONE NINER ZERO,5586.91,5589.43,L02F1-0839,,t w a seven fifty four heavy turn right heading one niner zero,t w a xxxx xxxx xxxx heavy turn right heading xxx niner xxxx
TWA754,F1-2,RIGHT ONE NINER ZERO T W A SEVEN FIFTY FOUR HEAVY,5590.35,5593.25,L02F1-0840,,right one niner zero t w a seven fifty four heavy,right xxx niner xxxx t w a xxxx xxxx xxxx heavy
F1-2,COA1234,CONTINENTAL TWELVE THIRTY FOUR CONTACT THE TOWER ON ONE ONE NINER POINT     ONE SO LONG,5593.5,5596.48,L02F1-0841,,continental twelve thirty four contact the tower on one one niner point one so long,continental xxxx xxxx xxxx contact the tower on xxx xxx niner point xxx so long
COA1234,F1-2,CONTINENTAL TWELVE THIRTY FOUR,5596.38,5597.49,L02F1-0842,,continental twelve thirty four,continental xxxx xxxx xxxx
UAL352,F1-2,UNITED THREE FIVE TWO AT FIVE THOUSAND,5599.69,5601.42,L02F1-0843,,united three five two at five thousand,united xxxx xxxx xxx at xxxx xxxx
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY BOSTON APPROACH REDUCE SPEED TO ONE SEVEN     ZERO,5601.6,5604.22,L02F1-0844,,united three fifty two heavy boston approach reduce speed to one seven zero,united xxxx xxxx xxx heavy boston approach reduce speed to xxx xxxx xxxx
UAL352,F1-2,SLOW TO ONE SEVENTY UNITED THREE FIVE TWO HEAVY,5604.5,5606.33,L02F1-0845,,slow to one seventy united three five two heavy,slow to xxx xxxx united xxxx xxxx xxx heavy
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY TURN RIGHT HEADING TWO TWO ZERO,5611.04,5613.39,L02F1-0846,,t w a seven fifty four heavy turn right heading two two zero,t w a xxxx xxxx xxxx heavy turn right heading xxx xxx xxxx
TWA754,F1-2,RIGHT TWO TWO ZERO T W A SEVEN FIFTY FOUR HEAVY,5613.94,5616.71,L02F1-0847,,right two two zero t w a seven fifty four heavy,right xxx xxx xxxx t w a xxxx xxxx xxxx heavy
F1-2,DAL440,DELTA FOUR FORTY TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD SHORT OF     YOUR RUNWAY,5643.88,5647.18,L02F1-0848,,delta four forty traffic landing runway two two left will hold short of your runway,delta xxxx xxxx traffic landing runway xxx xxx left will hold short of your runway
DAL440,F1-2,ROGER DELTA FOUR FORTY,5648.54,5649.52,L02F1-0849,,roger delta four forty,roger delta xxxx xxxx
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY TURN RIGHT HEADING TWO SIX ZERO INTERCEPT     THE LOCALIZER,5649.64,5652.9,L02F1-0850,,t w a seven fifty four heavy turn right heading two six zero intercept the localizer,t w a xxxx xxxx xxxx heavy turn right heading xxx xxx xxxx intercept the localizer
TWA754,F1-2,TWO SIX ZERO TO INTERCEPT THE LOCALIZER T W A SEVEN FIFTY FOUR HEAVY,5653.91,5657.44,L02F1-0851,,two six zero to intercept the localizer t w a seven fifty four heavy,xxx xxx xxxx to intercept the localizer t w a xxxx xxxx xxxx heavy
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY MAINTAIN FOUR THOUSAND,5666.06,5668.05,L02F1-0852,,united three fifty two heavy maintain four thousand,united xxxx xxxx xxx heavy maintain xxxx xxxx
UAL352,F1-2,DOWN TO FOUR WE (QUOTE LL,5668.53,5670.48,L02F1-0853,,down to four we quote ll,down to xxxx we quote ll
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY THREE FROM RIP CORRECTION THREE FROM LONER     CROSS LONER AT THREE THOUSAND CLEARED I L S D M E TWO SEVEN APPROACH SPEED     ONE SEVEN ZERO UNTIL RIPIT,5673.67,5680.42,L02F1-0854,,t w a seven fifty four heavy three from rip correction three from loner cross loner at three thousand cleared i l s d m e two seven approach speed one seven zero until ripit,t w a xxxx xxxx xxxx heavy xxxx from rip correction xxxx from loner cross loner at xxxx xxxx cleared i l s d m e xxx xxxx approach speed xxx xxxx xxxx until ripit
TWA754,F1-2,CLEARED FOR THE APPROACH ONE SEVENTY TO RIPIT T W A SEVEN FIFTY FOUR     HEAVY,5681.01,5684.62,L02F1-0855,,cleared for the approach one seventy to ripit t w a seven fifty four heavy,cleared for the approach xxx xxxx to ripit t w a xxxx xxxx xxxx heavy
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY TURN RIGHT HEADING ONE NINER ZERO,5702.42,5704.93,L02F1-0856,,united three fifty two heavy turn right heading one niner zero,united xxxx xxxx xxx heavy turn right heading xxx niner xxxx
UAL352,F1-2,RIGHT ONE NINE ZERO UNITED THREE FIVE TWO,5705.5,5707.42,L02F1-0857,,right one nine zero united three five two,right xxx xxxx xxxx united xxxx xxxx xxx
F1-2,DAL440,DELTA FOUR FORTY CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,5710.05,5712.39,L02F1-0858,,delta four forty contact the tower one one niner point one so long,delta xxxx xxxx contact the tower xxx xxx niner point xxx so long
DAL440,F1-2,GOOD DAY,5712.49,5713.22,L02F1-0859,,good day,good day
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY THREE AND A HALF FROM LONER TURN LEFT     CORRECTION TURN RIGHT HEADING TWO SIX ZERO CROSS LONER THREE THOUSAND OR     ABOVE CLEARED I L S D M E TWO SEVEN APPROACH,5769.69,5777.32,L02F1-0860,,united three fifty two heavy three and a half from loner turn left correction turn right heading two six zero cross loner three thousand or above cleared i l s d m e two seven approach,united xxxx xxxx xxx heavy xxxx and a half from loner turn left correction turn right heading xxx xxx xxxx cross loner xxxx xxxx or above cleared i l s d m e xxx xxxx approach
UAL352,F1-2,RIGHT TWO SIXTY LONER THREE OR ABOVE ABOVE AND AH CLEARED TWO SEVEN I L S     UNITED THREE FIVE TWO HEAVY,5778.22,5782.98,L02F1-0861,,right two sixty loner three or above above and ah cleared two seven i l s united three five two heavy,right xxx xxxx loner xxxx or above above and ah cleared xxx xxxx i l s united xxxx xxxx xxx heavy
VIR011,F1-2,(UNINTELLIGIBLE,5795.45,5801.82,L02F1-0862,,unintelligible,unintelligible
F1-2,VIR011,VIRGIN ZERO ONE ONE HEAVY BOSTON APPROACH FLY HEADING TWO SIX ZERO TO     INTERCEPT THE LOCALIZER MAINTAIN FOUR THOUSAND,5801.84,5806.51,L02F1-0863,,virgin zero one one heavy boston approach fly heading two six zero to intercept the localizer maintain four thousand,virgin xxxx xxx xxx heavy boston approach fly heading xxx xxx xxxx to intercept the localizer maintain xxxx xxxx
VIR011,F1-2,HEADING TWO SIX ZERO INTERCEPT LOCALIZER MAINTAIN FOUR THOUSAND VIRGIN     ZERO ONE ONE HEAVY,5807.4,5811.24,L02F1-0864,,heading two six zero intercept localizer maintain four thousand virgin zero one one heavy,heading xxx xxx xxxx intercept localizer maintain xxxx xxxx virgin xxxx xxx xxx heavy
F1-2,TWA754,T W A SEVEN FIFTY FOUR HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE     GOOD NIGHT,5848.94,5852.1,L02F1-0865,,t w a seven fifty four heavy contact the tower one one niner point one good night,t w a xxxx xxxx xxxx heavy contact the tower xxx xxx niner point xxx good night
TWA754,F1-2,NINETEEN ONE GOOD NIGHT GOOD AFTERNOON,5853.09,5855.84,L02F1-0866,,nineteen one good night good afternoon,xxxx xxx good night good afternoon
F1-2,TWA754,DARK IN HERE,5857.3,5858.16,L02F1-0867,,dark in here,dark in here
TWA810,F1-2,T W A EIGHT TEN HEAVY LEVEL SIX THOUSAND,5859.2,5861.25,L02F1-0868,,t w a eight ten heavy level six thousand,t w a xxxx xxx heavy level xxx xxxx
F1-2,TWA810,T W A EIGHT TEN HEAVY BOSTON APPROACH ROGER,5861.26,5863.36,L02F1-0869,,t w a eight ten heavy boston approach roger,t w a xxxx xxx heavy boston approach roger
F1-2,TWA810,T W A EIGHT TEN HEAVY TRAFFIC ELEVEN O (QUOTE CLOCK,5876.03,5879.7,L02F1-0870,,t w a eight ten heavy traffic eleven o quote clock,t w a xxxx xxx heavy traffic xxxx o quote clock
TWA810,F1-2,EIGHT TEN,5881.85,5882.32,L02F1-0871,,eight ten,xxxx xxx
F1-2,UAL352,UNITED THREE FIFTY TWO HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE     GOOD DAY,5887.0,5889.96,L02F1-0872,,united three fifty two heavy contact the tower one one niner point one good day,united xxxx xxxx xxx heavy contact the tower xxx xxx niner point xxx good day
UAL352,F1-2,NINETEEN ONE UNITED THREE FIVE TWO HEAVY SO LONG,5890.43,5892.69,L02F1-0873,,nineteen one united three five two heavy so long,xxxx xxx united xxxx xxxx xxx heavy so long
F1-2,TWA810,T W A EIGHT TEN HEAVY TRAFFIC IS AH ELEVEN THIRTY TWELVE O (QUOTE CLOCK,5907.63,5911.49,L02F1-0874,,t w a eight ten heavy traffic is ah eleven thirty twelve o quote clock,t w a xxxx xxx heavy traffic is ah xxxx xxxx xxxx o quote clock
TWA810,F1-2,WELL NO JOY WE GOT SOME AH LOW LYING SCUD IN HERE AH TALLY HO,5916.69,5920.56,L02F1-0875,,well no joy we got some ah low lying scud in here ah tally ho,well no joy we got some ah low lying scud in here ah tally ho
F1-2,TWA810,T W A EIGHT TEN HEAVY DESCEND AND MAINTAIN FOUR THOUSAND,5930.41,5932.8,L02F1-0876,,t w a eight ten heavy descend and maintain four thousand,t w a xxxx xxx heavy descend and maintain xxxx xxxx
TWA810,F1-2,DOWN TO FOUR THOUSAND T W A EIGHT TEN HEAVY,5934.02,5935.69,L02F1-0877,,down to four thousand t w a eight ten heavy,down to xxxx xxxx t w a xxxx xxx heavy
F1-2,VIR011,VIRGIN ONE ONE HEAVY SAY SPEED,5935.71,5937.13,L02F1-0878,,virgin one one heavy say speed,virgin xxx xxx heavy say speed
VIR011,F1-2,AH VIRGIN ONE ONE HEAVY ONE NINE ZERO,5938.03,5939.89,L02F1-0879,,ah virgin one one heavy one nine zero,ah virgin xxx xxx heavy xxx xxxx xxxx
F1-2,VIR011,ALL RIGHT VIRGIN ONE ONE HEAVY IN THE FUTURE IF YOU COULD JUST LET ME     KNOW BE PRIOR TO REDUCING BELOW LAST ASSIGNED AIRSPEED SO I CAN PLAN     APPROPRIATELY,5940.02,5945.27,L02F1-0880,,all right virgin one one heavy in the future if you could just let me know be prior to reducing below last assigned airspeed so i can plan appropriately,all right virgin xxx xxx heavy in the future if you could just let me know be prior to reducing below last assigned airspeed so i can plan appropriately
VIR011,F1-2,MY APOLOGIES VIRGIN ONE ONE,5945.44,5946.87,L02F1-0881,,my apologies virgin one one,my apologies virgin xxx xxx
F1-2,TWA810,T W A EIGHT TEN HEAVY DESCEND AND MAINTAIN TWO THOUSAND,5950.03,5952.03,L02F1-0882,,t w a eight ten heavy descend and maintain two thousand,t w a xxxx xxx heavy descend and maintain xxx xxxx
TWA810,F1-2,DOWN TWO THOUSAND T W EIGHT TEN HEAVY,5953.28,5955.0,L02F1-0883,,down two thousand t w eight ten heavy,down xxx xxxx t w xxxx xxx heavy
F1-2,TWA810,T W A EIGHT TEN HEAVY TURN RIGHT HEADING ONE NINER ZERO,5968.67,5971.15,L02F1-0884,,t w a eight ten heavy turn right heading one niner zero,t w a xxxx xxx heavy turn right heading xxx niner xxxx
TWA810,F1-2,ONE NINE ZERO EIGHT TEN,5971.46,5972.74,L02F1-0885,,one nine zero eight ten,xxx xxxx xxxx xxxx xxx
F1-2,VIR011,VIRGIN ELEVEN HEAVY REDUCE SPEED TO ONE SEVEN ZERO THEN DESCEND AND     MAINTAIN THREE THOUSAND,5974.1,5978.11,L02F1-0886,,virgin eleven heavy reduce speed to one seven zero then descend and maintain three thousand,virgin xxxx heavy reduce speed to xxx xxxx xxxx then descend and maintain xxxx xxxx
VIR011,F1-2,REDUCE SPEED ONE SEVEN ZERO DESCEND MAINTAIN THREE THOUSAND VIRGIN ONE     ONE HEAVY,5978.31,5981.78,L02F1-0887,,reduce speed one seven zero descend maintain three thousand virgin one one heavy,reduce speed xxx xxxx xxxx descend maintain xxxx xxxx virgin xxx xxx heavy
F1-2,TWA810,T W A EIGHT TEN HEAVY TURN RIGHT HEADING TWO TWO ZERO,6004.22,6006.49,L02F1-0888,,t w a eight ten heavy turn right heading two two zero,t w a xxxx xxx heavy turn right heading xxx xxx xxxx
TWA810,F1-2,TWO TWO ZERO EIGHT TEN,6006.7,6008.09,L02F1-0889,,two two zero eight ten,xxx xxx xxxx xxxx xxx
N308EL,F1-2,APPROACH THREE ZERO EIGHT ECHO LIMA WITH YOU AT SIX,6009.02,6011.51,L02F1-0890,,approach three zero eight echo lima with you at six,approach xxxx xxxx xxxx echo lima with you at xxx
F1-2,N308EL,GULFSTREAM THREE ZERO EIGHT ECHO LIMA BOSTON APPROACH ROGER FLY HEADING     ONE ZERO ZERO CAUTION WAKE TURBULENCE YOU (QUOTE RE,6011.93,6018.0,L02F1-0891,,gulfstream three zero eight echo lima boston approach roger fly heading one zero zero caution wake turbulence you quote re,gulfstream xxxx xxxx xxxx echo lima boston approach roger fly heading xxx xxxx xxxx caution wake turbulence you quote re
N308EL,F1-2,EIGHT ECHO LIMA,6018.44,6019.39,L02F1-0892,,eight echo lima,xxxx echo lima
F1-2,TWA810,T W A EIGHT TEN HEAVY FOUR FROM RIPIT TURN RIGHT HEADING TWO FIVE ZERO     INTERCEPT THE LOCALIZER AT OR ABOVE TWO THOUSAND CLEARED I L S D M E RUNWAY     TWO SEVEN APPROACH,6022.55,6028.75,L02F1-0893,,t w a eight ten heavy four from ripit turn right heading two five zero intercept the localizer at or above two thousand cleared i l s d m e runway two seven approach,t w a xxxx xxx heavy xxxx from ripit turn right heading xxx xxxx xxxx intercept the localizer at or above xxx xxxx cleared i l s d m e runway xxx xxxx approach
TWA810,F1-2,TWO FIVE ZERO WE (QUOTE LL,6029.08,6031.74,L02F1-0894,,two five zero we quote ll,xxx xxxx xxxx we quote ll
F1-2,TWA810,T W A EIGHT TEN HEAVY SPEED NO LESS THAN ONE SEVEN ZERO UNTIL AH RIPIT     PLEASE,6031.97,6036.1,L02F1-0895,,t w a eight ten heavy speed no less than one seven zero until ah ripit please,t w a xxxx xxx heavy speed no less than xxx xxxx xxxx until ah ripit please
TWA810,F1-2,GIVE YOU THAT,6036.4,6037.0,L02F1-0896,,give you that,give you that
F1-2,VIR011,VIRGIN ONE ONE HEAVY (QUOTE S,6039.46,6050.63,L02F1-0897,,virgin one one heavy quote s,virgin xxx xxx heavy quote s
VIR011,F1-2,VIRGIN (QUOTE S,6050.7,6052.47,L02F1-0898,,virgin quote s,virgin quote s
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA DESCEND AND MAINTAIN THREE THOUSAND,6059.11,6061.3,L02F1-0899,,gulfstream eight echo lima descend and maintain three thousand,gulfstream xxxx echo lima descend and maintain xxxx xxxx
N308EL,F1-2,OUT OF SIX FOR THREE THOUSAND FEET EIGHT ECHO LIMA,6061.7,6064.16,L02F1-0900,,out of six for three thousand feet eight echo lima,out of xxx for xxxx xxxx feet xxxx echo lima
F1-2,TWA810,T W A EIGHT TEN HEAVY TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE HOLDING     SHORT OF YOUR RUNWAY,6066.59,6070.43,L02F1-0901,,t w a eight ten heavy traffic landing runway two two left will be holding short of your runway,t w a xxxx xxx heavy traffic landing runway xxx xxx left will be holding short of your runway
TWA810,F1-2,EIGHT TEN THANK YOU,6070.69,6071.76,L02F1-0902,,eight ten thank you,xxxx xxx thank you
NWA46,F1-2,APPROACH NORTHWEST FORTY SIX HEAVY AT SIX THOUSAND,6075.06,6077.54,L02F1-0903,,approach northwest forty six heavy at six thousand,approach northwest xxxx xxx heavy at xxx xxxx
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY BOSTON APPROACH FLY HEADING ONE ZERO ZERO,6077.97,6080.76,L02F1-0904,,northwest forty six heavy boston approach fly heading one zero zero,northwest xxxx xxx heavy boston approach fly heading xxx xxxx xxxx
NWA46,F1-2,ONE ZERO ZERO,6081.33,6082.26,L02F1-0905,,one zero zero,xxx xxxx xxxx
F1-2,VIR011,VIRGIN ONE ONE HEAVY TRAFFIC WILL BE LANDING ON RUNWAY TWO TWO LEFT     HOLDING SHORT OF YOUR RUNWAY,6090.05,6093.99,L02F1-0906,,virgin one one heavy traffic will be landing on runway two two left holding short of your runway,virgin xxx xxx heavy traffic will be landing on runway xxx xxx left holding short of your runway
VIR011,F1-2,VIRGIN ONE ONE HEAVY COPY,6094.31,6095.63,L02F1-0907,,virgin one one heavy copy,virgin xxx xxx heavy copy
F1-2,TWA810,T W A EIGHT TEN HEAVY CONTACT THE TOWER NOW ONE ONE NINER POINT ONE GOOD     NIGHT,6095.92,6099.32,L02F1-0908,,t w a eight ten heavy contact the tower now one one niner point one good night,t w a xxxx xxx heavy contact the tower now xxx xxx niner point xxx good night
TWA810,F1-2,NINETEEN ONE EIGHT TEN,6099.49,6100.62,L02F1-0909,,nineteen one eight ten,xxxx xxx xxxx xxx
USA1910,F1-2,BOSTON U S NINETEEN TEN IS OUT OF SIX FOR FIVE HEADING ZERO TWO ZERO,6107.25,6111.13,L02F1-0910,,boston u s nineteen ten is out of six for five heading zero two zero,boston u s xxxx xxx is out of xxx for xxxx heading xxxx xxx xxxx
F1-2,USA1910,U S AIR NINETEEN TEN BOSTON APPROACH ROGER CAUTION WAKE TURBULENCE     SEQUENCED TODAY BEHIND A HEAVY D C TEN,6111.27,6115.34,L02F1-0911,,u s air nineteen ten boston approach roger caution wake turbulence sequenced today behind a heavy d c ten,u s air xxxx xxx boston approach roger caution wake turbulence sequenced today behind a heavy d c xxx
USA1910,F1-2,THANK YOU,6115.83,6116.36,L02F1-0912,,thank you,thank you
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY DESCEND AND MAINTAIN FOUR THOUSAND THEN REDUCE     SPEED TO ONE SEVEN ZERO,6122.13,6125.77,L02F1-0913,,northwest forty six heavy descend and maintain four thousand then reduce speed to one seven zero,northwest xxxx xxx heavy descend and maintain xxxx xxxx then reduce speed to xxx xxxx xxxx
